CID,BDATE,GEN
AW00028236,09-07-1976,Female
AW00028237,10-12-1970,Female
AW00028238,04-01-1971,Male
AW00028239,20-04-1975,Male
AW00028240,11-01-1970,Male
AW00028241,01-12-1969,Male
AW00028242,31-12-1969,Female
AW00028243,12-04-1981,Male
AW00028244,14-05-1975,Female
AW00028245,04-07-1961,Male
AW00028246,08-10-1967,Female
AW00028247,22-03-1962,Male
AW00028248,12-11-1968,Male
AW00028249,29-08-1968,Female
AW00028250,14-05-1974,Male
AW00028251,17-07-1968,Male
AW00028252,12-05-1969,Female
AW00028253,07-05-1974,Male
AW00028254,11-08-1973,Female
AW00028255,18-07-1973,Male
AW00028256,16-04-1968,Male
AW00028257,14-04-1973,Male
AW00028258,08-03-1968,Female
AW00028259,29-11-1973,Male
AW00028260,19-02-1967,Male
AW00028261,19-01-1967,Female
AW00028262,03-07-1972,Female
AW00028263,04-11-1966,Male
AW00028264,27-03-1967,Female
AW00028265,22-02-1967,Male
AW00028266,20-09-1966,Male
AW00028267,09-09-1966,Female
AW00028268,09-07-1972,Female
AW00028269,23-08-1966,Female
AW00028270,22-03-1966,Male
AW00028271,01-12-1960,Male
AW00028272,14-04-1961,Male
AW00028273,10-02-1961,Female
AW00028274,30-11-1965,Male
AW00028275,15-12-1959,Male
AW00028276,24-05-1941,Female
AW00028277,01-08-1940,Female
AW00028278,17-01-1941,Male
AW00028279,22-05-1941,Male
AW00028280,21-08-1940,Male
AW00028281,24-06-1941,Male
AW00028282,18-01-1942,Female
AW00028283,07-01-1971,Female
AW00028284,02-09-1965,Female
AW00028285,26-08-1965,Female
AW00028286,24-08-1965,Female
AW00028287,13-05-1971,
AW00028288,29-08-1971,
AW00028289,20-03-1966,
AW00028290,13-10-1959,
AW00028291,19-10-1959,
AW00028292,03-05-1971,
AW00028293,11-02-1965,
AW00028294,01-02-1960,
AW00028295,21-08-1959,
AW00028296,12-09-1964,
AW00028297,19-03-1964,
AW00028298,19-02-1959,
AW00028299,20-06-1973,
AW00028300,19-11-1960,
AW00028301,24-02-1955,
AW00028302,20-08-1954,
AW00028303,24-11-1975,
AW00028304,15-08-1969,
AW00028305,04-02-1970,
AW00028306,28-05-1974,
AW00028307,22-08-1968,
AW00028308,03-10-1974,
AW00028309,01-10-1983,
AW00028310,20-05-1978,
AW00028311,07-08-1972,
AW00028312,23-06-1968,
AW00028313,12-09-1967,
AW00028314,23-10-1973,
AW00028315,03-04-1968,
AW00028316,09-12-1967,
AW00028317,29-10-1972,Male
AW00028318,02-01-1978,Female
AW00028319,08-11-1976,Female
AW00028320,19-05-1966,Female
AW00028321,07-11-1965,Male
AW00028322,18-07-1980,Male
AW00028323,29-11-1968,Male
AW00028324,03-04-1968,Male
AW00028325,12-01-1967,Male
AW00028326,01-05-1975,Female
AW00028327,13-12-1968,Female
AW00028328,20-10-1961,Male
AW00028329,06-05-1959,Male
AW00028330,30-09-1981,Male
AW00028331,02-02-1982,Female
AW00028332,04-12-1981,Male
AW00028333,10-12-1985,Female
AW00028334,17-05-1986,Female
AW00028335,22-03-1986,Female
AW00028336,05-09-1985,Male
AW00028337,15-05-1986,Female
AW00028338,02-09-1942,Female
AW00028339,19-01-1984,Male
AW00028340,04-04-1984,Male
AW00028341,02-03-1984,Male
AW00028342,15-07-1983,Female
AW00028343,06-06-1983,Female
AW00028344,22-04-1983,Male
AW00028345,23-06-1983,Female
AW00028346,01-12-1984,Male
AW00028347,10-03-1985,Female
AW00028348,02-10-1944,Female
AW00028349,20-08-1944,Female
AW00028350,19-09-1944,Female
AW00028351,10-01-1946,Male
AW00028352,06-12-1948,Female
AW00028353,13-07-1948,Female
AW00028354,20-12-1970,Male
AW00028355,14-03-1971,Male
AW00028356,29-08-1970,Male
AW00028357,10-08-1970,Female
AW00028358,30-11-1970,Male
AW00028359,14-07-1976,Female
AW00028360,31-12-1970,Male
AW00028361,26-03-1971,Female
AW00028362,09-05-1976,Female
AW00028363,16-02-1976,Female
AW00028364,02-03-1974,Female
AW00028365,06-05-1974,Female
AW00028366,10-11-1972,Male
AW00028367,07-09-1972,Male
AW00028368,16-04-1978,Male
AW00028369,08-05-1973,Female
AW00028370,06-11-1972,Male
AW00028371,10-11-1972,Female
AW00028372,10-11-1978,Male
AW00028373,24-03-1972,Male
AW00028374,15-08-1971,Male
AW00028375,07-11-1977,Female
AW00028376,04-10-1978,Male
AW00028377,31-12-1972,Male
AW00028378,05-03-1972,Female
AW00028379,01-09-1971,Male
AW00028380,04-08-1970,Female
AW00028381,22-10-1970,Male
AW00028382,29-09-1976,Male
AW00028383,27-05-1971,Female
AW00028384,01-04-1976,Female
AW00028385,15-03-1976,Female
AW00028386,13-09-1980,Male
AW00028387,06-03-1975,Male
AW00028388,29-09-1975,Female
AW00028389,17-06-1970,Female
AW00028390,30-09-1969,Male
AW00028391,13-03-1981,Female
AW00028392,18-12-1938,Male
AW00028393,04-01-1972,Male
AW00028394,01-10-1971,Female
AW00028395,26-06-1972,Male
AW00028396,16-08-1977,Female
AW00028397,05-05-1972,Female
AW00028398,04-08-1968,Male
AW00028399,15-07-1974,Male
AW00028400,22-08-1968,Male
AW00028401,03-06-1971,Female
AW00028402,23-11-1970,Female
AW00028403,13-03-1982,Female
AW00028404,10-05-1975,Female
AW00028405,03-04-1970,Male
AW00028406,16-09-1979,Male
AW00028407,26-04-1969,Female
AW00028408,10-04-1984,Female
AW00028409,15-03-1983,Female
AW00028410,19-10-1982,Female
AW00028411,14-12-1982,Male
AW00028412,05-02-1983,Male
AW00028413,09-09-1981,Male
AW00028414,18-12-1983,Male
AW00028415,16-12-1974,Female
AW00028416,16-12-1974,Male
AW00028417,14-08-1973,Female
AW00028418,24-08-1967,Female
AW00028419,14-08-1967,Female
AW00028420,09-03-1968,Female
AW00028421,12-02-1984,Female
AW00028422,03-01-1983,Female
AW00028423,22-05-1983,Male
AW00028424,20-07-1982,Male
AW00028425,21-03-1983,Male
AW00028426,15-02-1983,Male
AW00028427,08-10-1982,Female
AW00028428,07-12-1982,Female
AW00028429,06-01-1982,Male
AW00028430,29-11-1980,Male
AW00028431,22-05-1981,Male
AW00028432,21-12-1980,Male
AW00028433,22-11-1981,Female
AW00028434,01-08-1981,Male
AW00028435,09-10-1981,Male
AW00028436,29-11-1981,Male
AW00028437,11-11-1981,Female
AW00028438,30-12-1981,Female
AW00028439,11-05-1981,Female
AW00028440,02-12-1980,Female
AW00028441,14-04-1980,Male
AW00028442,08-11-1979,Male
AW00028443,16-06-1981,Male
AW00028444,18-05-1981,Male
AW00028445,17-06-1981,Male
AW00028446,01-12-1980,Female
AW00028447,03-11-1978,Male
AW00028448,08-11-1978,Female
AW00028449,10-07-1975,Male
AW00028450,14-08-1967,Male
AW00028451,01-02-1968,Female
AW00028452,03-05-1967,Female
AW00028453,09-07-1966,Female
AW00028454,05-05-1972,Female
AW00028455,02-06-1972,Male
AW00028456,17-06-1972,Male
AW00028457,30-03-1941,Male
AW00028458,07-12-1967,Female
AW00028459,11-11-1963,Female
AW00028460,02-12-1963,Male
AW00028461,13-09-1968,Male
AW00028462,19-09-1962,Female
AW00028463,11-12-1962,Male
AW00028464,08-11-1961,Male
AW00028465,14-09-1967,Female
AW00028466,21-03-1962,Male
AW00028467,08-08-1971,Female
AW00028468,28-08-1960,Female
AW00028469,01-10-1960,Female
AW00028470,19-08-1959,Female
AW00028471,21-02-1960,Male
AW00028472,11-01-1944,Female
AW00028473,22-04-1945,Male
AW00028474,19-01-1946,Male
AW00028475,09-12-1946,Male
AW00028476,08-10-1952,Male
AW00028477,03-03-1947,Male
AW00028478,14-04-1949,Female
AW00028479,05-12-1985,Male
AW00028480,25-02-1986,Male
AW00028481,14-07-1984,Female
AW00028482,06-08-1983,Male
AW00028483,22-10-1981,Female
AW00028484,12-03-1985,Male
AW00028485,02-08-1983,Female
AW00028486,06-04-1984,Female
AW00028487,01-04-1984,Male
AW00028488,06-05-1983,Male
AW00028489,23-02-1949,Male
AW00028490,20-03-1949,Female
AW00028491,20-10-1966,Female
AW00028492,04-11-1966,Female
AW00028493,21-05-1967,Female
AW00028494,19-10-1983,Male
AW00028495,19-05-1966,Female
AW00028496,05-08-1971,Male
AW00028497,11-03-1966,Male
AW00028498,07-04-1970,Female
AW00028499,03-12-1970,Female
AW00028500,15-05-1965,Male
AW00028501,03-03-1965,Male
AW00028502,09-04-1965,Female
AW00028503,05-10-1970,Male
AW00028504,21-09-1969,Male
AW00028505,05-09-1963,Female
AW00028506,04-05-1966,Female
AW00028507,05-12-1964,Female
AW00028508,15-04-1965,Female
AW00028509,18-08-1964,Female
AW00028510,19-09-1964,Male
AW00028511,13-03-1981,Male
AW00028512,08-11-1981,Male
AW00028513,21-01-1976,Female
AW00028514,09-12-1974,Female
AW00028515,23-12-1980,Male
AW00028516,11-10-1975,Male
AW00028517,23-01-1975,Male
AW00028518,17-05-1975,Female
AW00028519,14-04-1975,Male
AW00028520,03-10-1974,Female
AW00028521,15-03-1975,Male
AW00028522,03-07-1980,Female
AW00028523,06-01-1980,Male
AW00028524,08-03-1975,Female
AW00028525,04-05-1958,Male
AW00028526,05-07-1964,Male
AW00028527,19-12-1973,Male
AW00028528,16-06-1979,Female
AW00028529,06-12-1973,Female
AW00028530,15-03-1974,Male
AW00028531,06-05-1974,Male
AW00028532,05-06-1974,Male
AW00028533,08-04-1976,Male
AW00028534,03-12-1970,Female
AW00028535,06-01-1979,Female
AW00028536,14-08-1969,Female
AW00028537,13-01-1932,Male
AW00028538,16-11-1978,Male
AW00028539,02-02-1979,Female
AW00028540,25-05-1980,Female
AW00028541,01-10-1979,Female
AW00028542,14-02-1985,Female
AW00028543,09-03-2980,Male
AW00028544,14-04-1985,Male
AW00028545,17-03-1986,Male
AW00028546,23-02-1986,Female
AW00028547,09-01-1986,Female
AW00028548,17-05-1986,Female
AW00028549,22-01-1980,Female
AW00028550,18-06-1978,Male
AW00028551,11-06-1978,Male
AW00028552,13-04-1978,Female
AW00028553,22-07-1978,Female
AW00028554,07-03-1984,Female
AW00028555,09-01-1979,Female
AW00028556,18-12-1978,Female
AW00028557,14-05-1979,Male
AW00028558,02-07-1977,Female
AW00028559,24-07-1983,Male
AW00028560,03-04-1983,Female
AW00028561,13-04-1977,Male
AW00028562,07-01-1978,Male
AW00028563,23-12-1983,Male
AW00028564,07-09-1983,Female
AW00028565,13-03-1977,Male
AW00028566,20-12-1976,Male
AW00028567,21-06-1977,Female
AW00028568,11-10-1975,Female
AW00028569,21-09-1982,Male
AW00028570,22-06-1977,Female
AW00028571,10-04-1980,Female
AW00028572,02-07-1979,Male
AW00028573,07-10-1979,Male
AW00028574,16-11-1979,Female
AW00028575,03-03-1981,Female
AW00028576,04-10-1971,Male
AW00028577,05-11-1971,Male
AW00028578,03-04-1983,Female
AW00028579,16-12-1971,Female
AW00028580,02-01-1977,Female
AW00028581,14-02-1960,Female
AW00028582,23-02-1960,Female
AW00028583,25-08-1959,Male
AW00028584,31-10-1959,Female
AW00028585,30-09-1965,Male
AW00028586,19-07-1965,Male
AW00028587,24-08-1959,Male
AW00028588,29-11-1959,Female
AW00028589,10-06-1972,Male
AW00028590,14-01-1961,Male
AW00028591,10-02-1961,Female
AW00028592,20-01-1961,Female
AW00028593,06-07-1960,Female
AW00028594,04-05-1966,Female
AW00028595,08-08-1960,Male
AW00028596,03-04-1961,Female
AW00028597,23-12-1960,Female
AW00028598,10-12-1960,Male
AW00028599,18-09-1971,Female
AW00028600,22-08-1971,Female
AW00028601,02-06-1961,Male
AW00028602,08-10-1961,Female
AW00028603,03-09-1967,Male
AW00028604,01-12-1961,Female
AW00028605,20-09-1967,Male
AW00028606,02-10-1961,Male
AW00028607,22-04-1962,Male
AW00028608,30-09-1961,Male
AW00028609,11-04-1962,Male
AW00028610,08-04-1962,Female
AW00028611,31-05-1962,Male
AW00028612,12-01-1962,Male
AW00028613,18-12-1961,Male
AW00028614,12-11-1962,Male
AW00028615,05-12-1973,Male
AW00028616,01-01-1974,Female
AW00028617,25-12-1962,Male
AW00028618,18-09-1969,Female
AW00028619,08-08-1963,Female
AW00028620,30-08-1969,Male
AW00028621,21-09-1969,Female
AW00028622,09-03-1975,Female
AW00028623,28-02-1969,Male
AW00028624,22-01-1964,Male
AW00028625,11-07-1964,Male
AW00028626,16-02-1981,Female
AW00028627,19-12-1964,Male
AW00028628,05-07-1964,Female
AW00028629,02-02-1965,Female
AW00028630,09-11-1970,Male
AW00028631,19-03-1978,Male
AW00028632,11-03-1979,Female
AW00028633,23-01-1979,Female
AW00028634,19-09-1978,Male
AW00028635,04-02-1984,Male
AW00028636,23-09-1978,Female
AW00028637,05-10-1978,Male
AW00028638,09-12-1978,Female
AW00028639,23-04-1979,Female
AW00028640,02-08-1977,Male
AW00028641,12-01-1982,Female
AW00028642,01-01-1977,Female
AW00028643,09-05-1982,Male
AW00028644,30-10-1982,Female
AW00028645,11-10-1976,Male
AW00028646,29-11-1977,Female
AW00028647,06-09-1983,Female
AW00028648,22-10-1977,Male
AW00028649,11-04-1978,Male
AW00028650,06-08-1975,Female
AW00028651,10-08-1975,Female
AW00028652,21-12-1975,Female
AW00028653,08-03-1976,Female
AW00028654,05-01-1976,Male
AW00028655,01-06-1975,Male
AW00028656,19-11-1974,Male
AW00028657,05-05-1975,Male
AW00028658,17-11-1974,Female
AW00028659,09-09-1974,Female
AW00028660,14-05-1977,Male
AW00028661,06-04-1982,Male
AW00028662,17-01-1977,Male
AW00028663,02-12-1974,Male
AW00028664,25-04-1974,Female
AW00028665,02-03-1979,Female
AW00028666,18-10-1979,Male
AW00028667,26-06-1974,Male
AW00028668,07-03-1973,Male
AW00028669,06-01-1976,Male
AW00028670,23-02-1981,Female
AW00028671,22-05-1981,Female
AW00028672,23-09-1981,Male
AW00028673,04-06-1981,Female
AW00028674,14-01-1976,Male
AW00028675,08-03-1973,Male
AW00028676,18-04-1973,Male
AW00028677,09-08-1977,Male
AW00028678,31-10-1971,Male
AW00028679,07-09-1971,Male
AW00028680,07-04-1972,Female
AW00028681,15-09-1971,Female
AW00028682,19-05-1983,Female
AW00028683,05-10-1981,Female
AW00028684,10-06-1976,Female
AW00028685,12-03-1981,Male
AW00028686,20-09-1975,Female
AW00028687,16-11-1981,Male
AW00028688,07-03-1976,Female
AW00028689,24-11-1974,Male
AW00028690,07-10-1975,Male
AW00028691,09-01-1976,Male
AW00028692,21-11-1981,Female
AW00028693,06-10-1975,Female
AW00028694,14-01-1976,Male
AW00028695,22-02-1976,Male
AW00028696,04-03-1976,Female
AW00028697,18-10-1975,Female
AW00028698,20-10-1974,Female
AW00028699,10-03-1986,Female
AW00028700,20-10-1974,Female
AW00028701,24-09-1980,Female
AW00028702,30-01-1986,Male
AW00028703,05-11-1974,Female
AW00028704,02-09-1974,Male
AW00028705,16-08-1957,Female
AW00028706,06-02-1958,Male
AW00028707,23-04-1962,Female
AW00028708,05-09-1962,Male
AW00028709,04-01-1957,Female
AW00028710,15-01-1959,Male
AW00028711,25-05-1974,Female
AW00028712,05-06-1974,Male
AW00028713,23-11-1979,Male
AW00028714,19-12-1971,Male
AW00028715,19-03-1971,Female
AW00028716,05-07-1976,Male
AW00028717,18-01-1971,Male
AW00028718,23-09-1970,Female
AW00028719,16-10-1973,Male
AW00028720,21-11-1981,Female
AW00028721,31-08-1975,Female
AW00028722,22-05-1979,Female
AW00028723,22-04-1979,Male
AW00028724,05-04-1980,Male
AW00028725,08-04-1980,Male
AW00028726,14-12-1985,Female
AW00028727,01-05-1986,Male
AW00028728,11-08-1985,Male
AW00028729,13-02-1986,Female
AW00028730,18-04-1985,Female
AW00028731,13-09-1979,Male
AW00028732,17-09-1979,Female
AW00028733,30-03-1980,Female
AW00028734,11-05-1985,Female
AW00028735,02-10-1984,Female
AW00028736,21-10-1978,Female
AW00028737,19-09-1977,Male
AW00028738,20-03-1983,Female
AW00028739,19-09-1978,Female
AW00028740,03-10-1978,Female
AW00028741,20-04-1979,Male
AW00028742,26-08-1978,Male
AW00028743,14-11-1920,Female
AW00028744,02-01-1978,Female
AW00028745,21-08-1982,Male
AW00028746,05-05-1977,Male
AW00028747,24-11-1976,Male
AW00028748,03-04-1977,Female
AW00028749,05-10-1983,Male
AW00028750,21-06-1978,Male
AW00028751,25-05-1983,Male
AW00028752,17-05-1978,Male
AW00028753,05-01-1977,Female
AW00028754,21-04-1982,Male
AW00028755,21-05-1982,Male
AW00028756,29-11-1975,Female
AW00028757,19-03-1977,Male
AW00028758,04-02-1977,Male
AW00028759,30-09-1976,Female
AW00028760,19-05-1981,Male
AW00028761,17-04-1981,Male
AW00028762,11-05-1980,Male
AW00028763,20-01-1980,Female
AW00028764,10-08-1979,Male
AW00028765,25-08-1979,Female
AW00028766,30-01-1986,Male
AW00028767,23-02-1981,Male
AW00028768,01-01-1972,Male
AW00028769,06-03-1972,Female
AW00028770,30-12-1971,Male
AW00028771,05-02-1960,Female
AW00028772,23-04-1965,Male
AW00028773,23-09-1965,Male
AW00028774,13-05-1976,Female
AW00028775,23-11-1959,Female
AW00028776,07-10-1966,Female
AW00028777,14-12-1960,Female
AW00028778,06-09-1966,Male
AW00028779,12-10-1960,Female
AW00028780,06-07-1961,Female
AW00028781,12-11-1961,Male
AW00028782,08-09-1961,Male
AW00028783,03-01-1963,Female
AW00028784,17-06-1974,Female
AW00028785,25-02-1963,Male
AW00028786,19-07-1968,Male
AW00028787,03-10-1962,Female
AW00028788,08-04-1963,Female
AW00028789,08-09-1962,Male
AW00028790,07-02-1964,Male
AW00028791,02-01-1964,Male
AW00028792,06-09-1963,Male
AW00028793,11-11-1963,Male
AW00028794,30-04-1965,Male
AW00028795,10-01-1970,Male
AW00028796,23-04-1965,Male
AW00028797,16-04-1965,Female
AW00028798,13-06-1970,Male
AW00028799,11-12-1964,Female
AW00028800,03-09-1964,Male
AW00028801,10-02-1978,Female
AW00028802,13-09-1983,Female
AW00028803,03-07-1977,Female
AW00028804,12-06-1978,Male
AW00028805,17-02-1978,Female
AW00028806,19-05-1979,Male
AW00028807,12-03-1979,Female
AW00028808,19-05-1979,Female
AW00028809,16-09-1984,Male
AW00028810,15-10-1978,Female
AW00028811,12-08-1978,Male
AW00028812,19-10-1978,Female
AW00028813,05-05-1977,Male
AW00028814,18-09-1976,Female
AW00028815,21-04-1982,Female
AW00028816,10-01-1977,Female
AW00028817,11-03-1977,Male
AW00028818,30-10-1977,Male
AW00028819,10-04-1978,Female
AW00028820,17-01-1978,Female
AW00028821,17-01-1978,Male
AW00028822,16-01-1978,Female
AW00028823,17-05-1978,Male
AW00028824,08-05-1978,Male
AW00028825,01-02-1978,Male
AW00028826,10-01-1978,Male
AW00028827,23-03-1983,Male
AW00028828,23-04-1978,Female
AW00028829,15-08-1975,Male
AW00028830,21-12-1975,Male
AW00028831,15-07-1975,Female
AW00028832,02-11-1975,Male
AW00028833,03-05-1975,Female
AW00028834,26-10-1974,Female
AW00028835,22-09-1974,Male
AW00028836,04-02-1977,Female
AW00028837,18-04-1977,Female
AW00028838,24-04-1977,Female
AW00028839,09-04-1982,Male
AW00028840,08-01-1977,Female
AW00028841,05-05-1977,Male
AW00028842,16-11-1976,Female
AW00028843,21-07-1974,Female
AW00028844,21-04-1979,Female
AW00028845,07-05-1974,Female
AW00028846,14-05-1974,Female
AW00028847,20-11-1973,Female
AW00028848,22-07-1978,Male
AW00028849,19-10-1978,Male
AW00028850,31-10-1981,Male
AW00028851,27-07-1975,Male
AW00028852,06-03-1976,Female
AW00028853,04-04-1976,Male
AW00028854,05-06-1981,Female
AW00028855,21-01-1973,Female
AW00028856,18-12-1972,Male
AW00028857,14-12-1972,Male
AW00028858,15-01-1977,Male
AW00028859,07-04-1972,Male
AW00028860,20-05-1977,Male
AW00028861,18-06-1982,Female
AW00028862,24-12-1981,Female
AW00028863,25-06-1982,Female
AW00028864,24-10-1981,Female
AW00028865,05-07-1979,Male
AW00028866,05-08-1979,Male
AW00028867,19-10-1979,Female
AW00028868,06-08-1979,Male
AW00028869,14-09-1983,Female
AW00028870,10-03-1983,Male
AW00028871,26-03-1978,Female
AW00028872,12-06-1982,Female
AW00028873,15-11-1958,Male
AW00028874,11-03-1959,Female
AW00028875,04-12-1962,Male
AW00028876,20-04-1963,Male
AW00028877,24-05-1963,Male
AW00028878,06-10-1962,Male
AW00028879,31-05-1963,Male
AW00028880,25-02-1963,Female
AW00028881,30-10-1961,Male
AW00028882,31-01-1962,Female
AW00028883,11-03-1962,Male
AW00028884,30-09-1967,Female
AW00028885,03-03-1972,Male
AW00028886,10-01-1961,Male
AW00028887,10-11-1960,Male
AW00028888,18-11-1949,Female
AW00028889,09-10-1956,Female
AW00028890,13-10-1950,Female
AW00028891,01-05-1951,Female
AW00028892,14-12-1950,Female
AW00028893,10-12-1951,Female
AW00028894,31-01-1952,Male
AW00028895,15-11-1951,Male
AW00028896,12-05-1959,Male
AW00028897,15-09-1958,Female
AW00028898,24-12-1959,Female
AW00028899,18-03-1960,Male
AW00028900,03-12-1958,Female
AW00028901,25-07-1958,Female
AW00028902,16-05-1959,Female
AW00028903,21-10-1964,Female
AW00028904,07-10-1956,Male
AW00028905,18-08-1956,Female
AW00028906,23-09-1962,Male
AW00028907,18-08-1956,Male
AW00028908,10-09-1956,Female
AW00028909,01-01-1961,Male
AW00028910,11-02-1956,Female
AW00028911,17-09-1955,Male
AW00028912,06-03-1956,Male
AW00028913,21-02-1956,Female
AW00028914,19-05-1956,Female
AW00028915,23-05-1960,Male
AW00028916,13-02-1955,Female
AW00028917,02-08-1953,Female
AW00028918,05-10-1953,Female
AW00028919,02-12-1952,Female
AW00028920,20-03-1953,Female
